title,index,content,token
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",0," battle not with monsters, lest ye become a monster.",52
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",705,"An avian flu comes in, and the birds die from the bottom up.",60
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",706,That happens in every epidemic.,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",707,You die from the bottom up.,27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",708,"Okay, so they say when the aristocracy counts as a cold, the working class dies of pneumonia.",93
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",709,"All right, so now we're going to make people poorer.",52
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",710,"Okay, who?",10
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",711,"Well, we know who we make poor, when we make people poorer.",59
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",712,"We make those who are barely hanging on, poorer, and what does that mean?",73
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",713,It means they die.,18
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",714,"And so what the deloitte consultants are basically saying is, well, you know, it's kind of unfortunate, but according to our models, a lot of poor people are going to have to die, so that a lot more poor people don't die in the future.",235
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",715,"It's like, okay, hold on a sec, which of those two things am I supposed to regard with certainty?",97
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",716,"The hypothetical poor people that you're going to hypothetically save 100 years from now, or the actual poor people that you are actually going to kill in the next 10 years.",173
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",717,"Well, I'm going to cast my law with the actual poor people that you're actually going to kill.",94
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",718,"And so, and then I think further, it's like, well, okay, the deloitte consultants, have you actually modeled the world?",119
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",719,"Or is this a big advertising stick designed to attract your corporate clients with the demonstration that you're so intelligent that you can actually model the entire ecosystem of the world, including the economic system, and predict it 100 years forward?",255
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",720,And isn't there a bit of a moral hazard in making a claim like that?,68
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",721,"Just like just a trifle, especially when, so I talked to Bjorn Lomburg and Michael Yon last week.",97
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",722,"I accepted the UN estimates of starvation this coming year, 150 million people will suffer food insecurity, food insecurity.",124
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",723,"Yeah, food insecurity.",22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",724,That's the bloody buzzword.,27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",725,"Famine, well, Michael Yon thought 1.2 billion.",46
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",726,"And then that it'll spiral because he said, what happens in a famine is that the governments go nuts crazy, the governments destabilize, and then they appropriate the food from the farmers.",189
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",727,Then the farmers don't have any money.,38
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",728,Then they can't grow crops.,27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",729,"And I think, yeah, that's exactly what they do.",47
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",730,That's exactly what would happen.,33
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",731,And so Yon told me 1.2 billion.,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",732,And then Bjorn Lomburg said the same thing.,43
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",733,I didn't even ask him.,22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",734,He just made it as an offhand comment.,38
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",735,So let me ask you about the famine of the 30s.,46
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",736,Yeah.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",737,Do you think you crane in the Ukraine?,38
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",738,"Oh, yeah.",9
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",739,"Fun, fun, fun.",14
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",740,"Similar, a lot of the things you mentioned in the last few sentences, kind of echo through that part of human history.",118
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",741,The hall door.,14
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",742,Do you know what news about?,28
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",743,"Well, now I've just spent four weeks in Ukraine.",48
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",744,"There's different parts of the world that's still, even if they don't know, they know.",86
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",745,"Yeah, right.",12
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",746,"If you history is runs in the blood, the Dutch knew in some sense, they had a famine at the end of World War 2.",111
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",747,And part of the reason the Dutch farmers are so unbelievably efficient and productive is that the Dutch swore at the end of World War 2 that that was not going to happen again.,176
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",748,"And then they had to scrape land out of the ocean because Holland, that's quite a country.",90
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",749,It shouldn't even exist.,24
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",750,"In fact, that it's the world's number two exporting.",52
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",751,"You know, that's the world's number two exporter of agricultural products.",74
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",752,Holland.,8
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",753,"It's like, I don't think it's as big as Massachusetts.",54
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",754,It's this little tiny place.,28
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",755,It shouldn't even exist.,24
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",756,"And they want to put, here's the here's the plan.",49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",757,Let's put 30% of the farmers out of business.,45
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",758,"Well, the broader ecosystem of agriculture production in Holland is 6% of their GDP.",84
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",759,"Now, these centralizing politicians think, tell me if I'm stupid about this.",76
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",760,Take an industry.,17
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",761,You knock it back by theat by 30%.,34
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",762,"Now, it runs on like a 3% profit margin.",40
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",763,"Now, you're going to kill 30% of it.",36
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",764,"How are you not going to bring the whole thing down, the whole farming ecosystem down?",86
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",765,How are you not going to empower the transport systems?,55
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",766,How are you not going to demolish the grocery stores?,53
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",767,You can't take something like that and pair it back by theat by 30%.,68
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",768,And not kill it.,16
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",769,I can't see how you can do that.,32
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",770,"I mean, look what we did with the COVID lockdowns.",50
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",771,We broke the supply chains.,27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",772,"If tried buying something lately, you can't and wait and aren't the Chinese threatening Taiwan at the moment?",109
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",773,What are we going to do without chips?,38
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",774,So I don't know what these people are thinking.,47
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",775,"And then I think, okay, what are they thinking?",47
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",776,"Well, the Deloitte people are thinking, aren't we smart and shouldn't we be hired by our corporate employers?",109
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",777,"It's like, okay, too bad about the poor.",40
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",778,What are the environmentalists thinking?,40
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",779,We love the planet.,19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",780,"It's like, do you?",18
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",781,We love the poor.,17
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",782,Do you?,7
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",783,"Okay, let's pit the planet against the poor.",44
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",784,Who wins the planet?,20
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",785,"Okay, you don't love the poor that much.",40
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",786,Do you love the planet?,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",787,Or do you hate capitalism?,26
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",788,Let's pit those two things against each other.,46
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",789,"Oh, well, it turns out we actually hate capitalism.",51
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",790,How can we tell?,16
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",791,Because you're willing to break it.,35
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",792,And you know what's going to happen?,36
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",793,So what's going to happen in Sri Lanka with these 20 million people who now have nothing to eat?,96
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",794,Are they going to eat all the animals?,38
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",795,Are they going to burn all the firewood?,40
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",796,They're stockpiling firewood in Germany.,40
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",797,"It's like, so is your environmental globalist utopia going to kill the poor and destroy the planet?",99
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",798,And that's okay because we'll wipe out capitalism.,50
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",799,"It's like, okay.",16
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",800,"Yeah, the dragon and the fear of the dragon drives ideologies, some of which can build a better world, some of which can destroy that world.",140
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",801,"Now, what do you think of that theory about about trustworthiness?",66
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",802,"If the dragon that you're facing turns you into a terrified tyrant, you're not the man for the job.",99
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",803,Is that a good theory?,22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",804,It's an interesting theory.,27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",805,Let me use that theory to challenge because what does terror look like?,71
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",806,Let me me.,10
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",807,Table the turns.,16
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",808,Turn the tables on you.,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",809,"You are terrified, afraid, concerned about the dragon of something we can call communism, Marxism.",98
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",810,My terrified of it?,19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",811,"Well, okay.",11
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",812,Okay.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",813,Your theories had two components.,33
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",814,Yeah.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",815,I'm not paralyzed at a dragon.,30
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",816,Yeah.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",817,I'm not paralyzed and I don't want to be a tyrant.,50
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",818,"The tyrant part, I think, is missing with you.",46
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",819,So you are very concerned.,26
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",820,The intensity of your feeling does not give much space.,55
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",821,"Actually, at least in your public persona for sitting quietly with the dragon and sipping in a couple of beers and thinking about this thing.",141
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",822,"The intensity of your anger, concern about certain things you're seeing in society.",83
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",823,Is that going to drive you off the path that ultimately takes a still better world?,83
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",824,That's a good question.,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",825,"I mean, I'm trying to get that right.",37
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",826,So we've kind of come to a cultural conclusion about the Nazis.,63
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",827,Do you get to be angry about the Nazis?,39
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",828,Seems the answer to that is yes.,32
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",829,"Well, actually, let me push back here.",38
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",830,I also don't trust people who are angry about the Nazis.,56
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",831,I mean the actual Nazis.,24
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",832,"Well, as you know, there's a lot of people in the world that use actual Nazis to meet a lot of things.",102
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",833,I know.,7
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",834,"One of them is very important to me, for example.",49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",835,Yes.,4
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",836,"I think our magical super Nazi, as it turns out.",48
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",837,I think to actually sort of steal men all their perspectives.,61
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",838,I think a lot of people that call you Nazi mean it.,51
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",839,"So, but like, there's an important thing there, because I went to the front in Ukraine.",87
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",840,Yeah.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",841,"And a lot of the people that lost their home or there kind of that got to interact a lot with Russian soldiers, Ukrainian people that interacted with Russian soldiers, they reported that the Russian soldiers really believe they're saving the people of Ukraine in these local villages from the Nazis.",299
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",842,I understand.,13
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",843,"So to them, it's not just that the Ukrainian government has or Ukraine has some Nazis.",86
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",844,"It's like, it has been the ideas that the Nazis have taken over Ukraine, and we need to free them.",98
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",845,This is the belief.,19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",846,"So this, again, Nazis still a dragon that lives and it's used by people because it's safe to sit next to that dragon and spread any kind of ideology you want.",158
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",847,"So I just want to kind of say that we have agreed on the on this particular dragon, but I still don't trust anybody who uses that.",130
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",848,"Yeah, but we have issues with boundaries.",41
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",849,"No, no, it's so this is a very complicated problem, right?",58
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",850,So Renasierard believed that it was a human proclivity to demonize the scapegoat and then drive it out of the village.,118
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",851,I've thought about that a lot.,30
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",852,We need a place to put Satan.,29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",853,"Seriously, this is a serious issue.",35
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",854,Should we be inside the villager outside?,41
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",855,"Well, maybe she should be inside you.",37
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",856,Right?,6
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",857,That's that's the fundamental essence of the Christian doctrine.,64
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",858,"It's like, Satan is best fought on the battleground of your soul.",65
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",859,And that's that's right.,24
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",860,It's right.,11
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",861,Can you actually put words to the kind of dragon that you're fighting?,70
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",862,Is it is it is a communism?,27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",863,It's the spirit of can.,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",864,Yeah.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",865,Can you elaborate?,18
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",866,"Well, what the spirit of can is.",32
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",867,"So after Adam and Eve are thrown out of paradise for becoming self-conscious or when they become self-conscious, they're destined to work.",138
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",868,And the reason for that as far as I can tell is that to become self-conscious is to become aware of the future.,111
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",869,It's to become aware of death.,30
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",870,That certainly happens in the Adam and Eve story to have the scales fall from your eyes.,88
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",871,And then the consequence of that is that you now have to labor to prevent the catastrophes of the future.,105
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",872,That's work.,12
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",873,Work is sacrifice.,18
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",874,Sacrifice of the present to the future.,39
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",875,It's delay of gratification.,28
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",876,It's maturity.,14
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",877,It's sacrifice to something as well and in the spirit of something.,67
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",878,Okay.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",879,So now Adam and Eve have two children can enable.,49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",880,So those are the first two people in history because the Garden of Eden doesn't count.,86
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",881,And they're the first two people who are born rather than created.,66
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",882,So they're the first two people.,32
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",883,"And that's a hell of a story because it's a story of Fratricidal murder that degenerates into genocide, flood and tyranny.",122
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",884,"So that's fun for the opening salvo of the story, let's say, enable in Cain, both make sacrifices.",98
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",885,"And for some reason, able sacrifices, please God.",49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",886,It's not exactly clear why and Cain's don't.,44
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",887,Now there's an implication in the text that it's because Cain's sacrifices are true or second rate.,99
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",888,God says that able brings the finest to the sacrificial altar.,62
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",889,He doesn't say that about Cain.,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",890,"So you could imagine that Cain is sacrificing away, but he's holding something in reserve.",90
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",891,He's not all in.,16
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",892,He's not bringing his best to the table.,40
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",893,He's not offering his best to God.,34
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",894,And so able thrives like mad.,29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",895,And everyone loves him.,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",896,"And he gets exactly what he needs and wants, exactly when he needs and wants it.",80
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",897,He's favored of God.,20
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",898,And Cain is bearing this terrible burden forward and working.,61
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",899,And his sacrifices are rejected.,32
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",900,"So he gets resentful, really resentful, enough resentful enough to call God out and say something like, this is quite the creation you've got going here.",153
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",901,I'm breaking myself in half and nothing goods come in my way.,61
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",902,What the hell's up without?,27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",903,And then there's able the sun shining on him every day.,55
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",904,How dare you?,13
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",905,"Okay, but this is God that Cain's talking to you.",49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",906,"And so God says what Cain least wants to hear, which is what God usually says to people.",88
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",907,"He says, look to your own devices.",34
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",908,You're not making the sacrifices you should.,44
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",909,And you know it.,16
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",910,And then he says something even worse.,38
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",911,"He says, sin.",13
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",912,"Crouches at your door, like a sexually aroused predatory animal.",64
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",913,"And you've invited it in to have your way, to have its way with you.",68
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",914,"And so he basically says, you have allowed your resentment to preoccupy yourself.",81
